"Peat_amount"	"Layer"	"Year"	"DPM_pool_accummulated_SOC"	"RPM_pool_accummulated_SOC"	"BIO_pool_accummulated_SOC"	"HUM_pool_accummulated_SOC"	"Total_SOC_accummulated"	"SOC_stock_with_accummulation"
"Minus50"	"H"	149	0.210403928083333	26.2270729125	1.447525551	31.7746455258333	59.6596479166667	171.888623066667
"Plus50"	"H"	149	0.313741942333333	33.366067325	1.56303934508333	24.4167993041667	59.6596479166667	332.90510395
"Mean"	"F"	150	0.0137340054166667	1.59901334491667	0.0761677725	2.65421196033333	4.34312708333333	36.7290544633333
"Minus50"	"F"	150	0.00929507358333333	1.23354438366667	0.0653444605	3.03494316575	4.34312708333333	25.8467237258333
"Plus50"	"F"	150	0.0165903886666667	1.81743458825	0.0824413936666667	2.42666071291667	4.34312708333333	47.6113860358333
"Mean"	"H"	150	0.277721470583333	31.2001217641667	1.53731304491667	27.0434416358333	60.0585979166667	253.541387008333
"Minus50"	"H"	150	0.212660432666667	26.4765822383333	1.45902610416667	31.9103291408333	60.0585979166667	172.518399283333
"Plus50"	"H"	150	0.316263661833333	33.6555852558333	1.57517466691667	24.5115743333333	60.0585979166667	334.564429675
"Mean"	"F"	151	0.0138691490833333	1.61487532883333	0.076847502	2.6663851035	4.37197708333333	36.8529789991667
"Minus50"	"F"	151	0.00940087291666667	1.24579444058333	0.06590083975	3.05088093033333	4.37197708333333	25.904011105
"Plus50"	"F"	151	0.0167392915	1.834990301	0.08317896575	2.4370685255	4.37197708333333	47.8019477566667
"Mean"	"H"	151	0.280164690083333	31.4788494	1.54928832458333	27.1492455016667	60.4575479166667	254.674843575
"Minus50"	"H"	151	0.214914943166667	26.726596495	1.4705532995	32.0454831783333	60.4575479166667	173.143184091667
"Plus50"	"H"	151	0.31877693325	33.944972055	1.58731629766667	24.60648263	60.4575479166667	336.20655945
"Mean"	"F"	152	0.0140040665833333	1.63075066183333	0.077528315	2.67854404016667	4.40082708333333	36.9754674383333
"Minus50"	"F"	152	0.00950667066666667	1.25807493125	0.06645879525	3.06678668641667	4.40082708333333	25.9606482608333
"Plus50"	"F"	152	0.0168878295833333	1.85254724241667	0.0839172494166667	2.44747476208333	4.40082708333333	47.9902874983333
"Mean"	"H"	152	0.2826014345	31.7576276625	1.56127517075	27.2549936491667	60.8564979166667	255.7973751
"Minus50"	"H"	152	0.217167483833333	26.9771025983333	1.48210657241667	32.1801212625	60.8564979166667	173.763052016667
"Plus50"	"H"	152	0.321281891333333	34.2342201316667	1.59946371675	24.7015321758333	60.8564979166667	337.831756041667
"Mean"	"F"	153	0.0141387600833333	1.64663854991667	0.0782101693333333	2.690689604	4.42967708333333	37.09654309
"Minus50"	"F"	153	0.00961246616666667	1.27038506983333	0.0670182904166667	3.08266125666667	4.42967708333333	26.0166458325
"Plus50"	"F"	153	0.0170360073333333	1.87010471841667	0.0846562040833333	2.45788015391667	4.42967708333333	48.17644125
"Mean"	"H"	153	0.285031799833333	32.0364469183333	1.57327303991667	27.3606961608333	61.2554479166667	256.909142383333
"Minus50"	"H"	153	0.219418080916667	27.2280878183333	1.493685368	32.31425665	61.2554479166667	174.378073841667
"Plus50"	"H"	153	0.323778667416667	34.5233221733333	1.61161641575	24.79673066	61.2554479166667	339.440270241667
"Mean"	"F"	154	0.0142732309166667	1.6625382225	0.0788930249166667	2.70282260508333	4.45852708333333	37.2162301775
"Minus50"	"F"	154	0.0097182585	1.2827240905	0.0675792905833333	3.09850544366667	4.45852708333333	26.0720149416667
"Plus50"	"F"	154	0.0171838285833333	1.88766205725	0.0853957896666667	2.46828540775	4.45852708333333	48.3604463383333
"Mean"	"H"	154	0.287455877583333	32.3152978433333	1.58528139975	27.4663627966667	61.6543979166667	258.010313441667
"Minus50"	"H"	154	0.221666758916667	27.4795397691667	1.50528914141667	32.4479022475	61.6543979166667	174.98832435
"Plus50"	"H"	154	0.32626738825	34.8122711258333	1.62377389883333	24.8920855041667	61.6543979166667	341.032363266667
"Mean"	"F"	155	0.01440748175	1.6784489325	0.0795768419166667	2.71494382716667	4.48737708333333	37.3345525241667
"Minus50"	"F"	155	0.00982404666666667	1.29509124616667	0.06814176075	3.11432002958333	4.48737708333333	26.1267665491667
"Plus50"	"F"	155	0.0173312980833333	1.90521861058333	0.0861359674166667	2.47869120708333	4.48737708333333	48.5423394425
"Mean"	"H"	155	0.289873761	32.5941714183333	1.59729973033333	27.5720030066667	62.0533479166667	259.101054225
"Minus50"	"H"	155	0.223913545666667	27.7314464075	1.516917358	32.581070605	62.0533479166667	175.59387765
"Plus50"	"H"	155	0.32874818125	35.1010601875	1.63593568166667	24.9876038658333	62.0533479166667	342.60829295
"Mean"	"F"	156	0.0145415138333333	1.69436995583333	0.0802615811666667	2.72705403225	4.51622708333333	37.4515339166667
"Minus50"	"F"	156	0.00992982983333333	1.30748580858333	0.0687056670833333	3.13010577783333	4.51622708333333	26.1809116275
"Plus50"	"F"	156	0.01747841975	1.92277375133333	0.0868766994166667	2.48909821283333	4.51622708333333	48.72215717
"Mean"	"H"	156	0.292285539333333	32.8730589208333	1.60932752366667	27.6776259341667	62.4522979166667	260.181531033333
"Minus50"	"H"	156	0.226158467583333	27.9837960141667	1.52856949283333	32.7137739408333	62.4522979166667	176.194808183333
"Plus50"	"H"	156	0.331221168083333	35.38968281	1.64810129183333	25.0832926475	62.4522979166667	344.168317375
"Mean"	"F"	157	0.0146753298333333	1.71030058983333	0.0809472051666667	2.73915395825	4.54507708333333	37.5671987391667
"Minus50"	"F"	157	0.0100356075	1.31990706758333	0.0692709761666667	3.14586343225	4.54507708333333	26.2344614825
"Plus50"	"F"	157	0.0176251975833333	1.94032687358333	0.08761794875	2.49950706308333	4.54507708333333	48.8999369791667
"Mean"	"H"	157	0.294691303666667	33.151951905	1.62136428216667	27.7832404258333	62.8512479166667	261.251915075
"Minus50"	"H"	157	0.2284015535	28.2365771908333	1.540245031	32.8460241416667	62.8512479166667	176.791193283333
"Plus50"	"H"	157	0.333686471333333	35.6781326758333	1.66027026766667	25.1791585016667	62.8512479166667	345.712701725
"Mean"	"F"	158	0.01480893125	1.7262401535	0.0816336770833333	2.75124432133333	4.57392708333333	37.6815693466667
"Minus50"	"F"	158	0.0101413785	1.33235433125	0.0698376555833333	3.16159371808333	4.57392708333333	26.2874264333333
"Plus50"	"F"	158	0.017771636	1.95787739233333	0.0883596795833333	2.50991837541667	4.57392708333333	49.0757132658333
"Mean"	"H"	158	0.297091141	33.4308422116667	1.63340952075	27.8888550425	63.2501979166667	262.312363875
"Minus50"	"H"	158	0.230642832083333	28.4897788466667	1.55194346625	32.9778327708333	63.2501979166667	177.383103616667
"Plus50"	"H"	158	0.336144208916667	35.9664037041667	1.6724421595	25.2752078441667	63.2501979166667	347.241690366667
"Mean"	"F"	159	0.0149423200833333	1.74218798616667	0.0823209605833333	2.76332581608333	4.60277708333333	37.7946690475
"Minus50"	"F"	159	0.0102471423333333	1.34482692466667	0.0704056729166667	3.17729734316667	4.60277708333333	26.3398173008333
"Plus50"	"F"	159	0.0179177383333333	1.97542474158333	0.0891018569166667	2.52033274625	4.60277708333333	49.2495218141667
"Mean"	"H"	159	0.299485136166667	33.7097219366667	1.6454627655	27.9944780783333	63.6491479166667	263.363042133333
"Minus50"	"H"	159	0.2328823295	28.7433901975	1.563664304	33.1092110858333	63.6491479166667	177.970613708333
"Plus50"	"H"	159	0.338594494833333	36.2544900291667	1.684616529	25.3714468641667	63.6491479166667	348.755538125
"Mean"	"F"	160	0.0150754983333333	1.7581434475	0.0830090209166667	2.7753991165	4.63162708333333	37.9065217991667
"Minus50"	"F"	160	0.0103528986666667	1.35732419008333	0.0709749975	3.19297499708333	4.63162708333333	26.3916452658333
"Plus50"	"F"	160	0.0180635090833333	1.99296837466667	0.0898444466666667	2.53075075275	4.63162708333333	49.42139937
"Mean"	"H"	160	0.301873375	33.9885834366667	1.6575235525	28.1001175516667	64.0480979166667	264.404119958333
"Minus50"	"H"	160	0.235120076083333	28.9974007475	1.57540705716667	33.2401700375	64.0480979166667	178.553801008333
"Plus50"	"H"	160	0.341037443833333	36.542386	1.69679294741667	25.467881525	64.0480979166667	350.254507716667
"Mean"	"F"	161	0.0152084679166667	1.77410591691667	0.0836978235	2.787464875	4.66047708333333	38.0171504241667
"Minus50"	"F"	161	0.0104586469166667	1.36984548683333	0.0715455978333333	3.20862735166667	4.66047708333333	26.4429209683333
"Plus50"	"F"	161	0.0182089520833333	2.01050776433333	0.0905874156666667	2.54117295125	4.66047708333333	49.5913809366667
"Mean"	"H"	161	0.30425594175	34.2674193208333	1.66959142933333	28.2057812258333	64.4470479166667	265.435759783333
"Minus50"	"H"	161	0.23735610175	29.2518002866667	1.587171249	33.3707202783333	64.4470479166667	179.132739491667
"Plus50"	"H"	161	0.343473167666667	36.83008618	1.70897099741667	25.5645175716667	64.4470479166667	351.738850175
"Mean"	"F"	162	0.0153412310833333	1.79007479191667	0.0843873353333333	2.79952372533333	4.68932708333333	38.1265776958333
"Minus50"	"F"	162	0.0105643866666667	1.38239018975	0.0721174445833333	3.22425506241667	4.68932708333333	26.4936550441667
"Plus50"	"F"	162	0.018354071	2.02804240041667	0.09133073175	2.55159988033333	4.68932708333333	49.7595014241667
"Mean"	"H"	162	0.30663291825	34.5462224341667	1.681665954	28.3114766091667	64.8459979166667	266.4581243
"Minus50"	"H"	162	0.239590435666667	29.5065788883333	1.59895641208333	33.50087218	64.8459979166667	179.707503391667
"Plus50"	"H"	162	0.345901775333333	37.1175853275	1.7211502725	25.6613605408333	64.8459979166667	353.208816558333
"Mean"	"F"	163	0.0154737894166667	1.8060494895	0.0850775230833333	2.81157628125	4.71817708333333	38.2348262391667
"Minus50"	"F"	163	0.0106701175833333	1.39495769033333	0.0726905078333333	3.23985876766667	4.71817708333333	26.5438580808333
"Plus50"	"F"	163	0.0184988696666667	2.04557179041667	0.0920743635	2.56203205983333	4.71817708333333	49.9257954933333
"Mean"	"H"	163	0.309004385666667	34.8249858633333	1.69374669466667	28.4172109716667	65.2449479166667	267.471375616667
"Minus50"	"H"	163	0.241823107666667	29.7617268925	1.61076208808333	33.6306358266667	65.2449479166667	180.278166933333
"Plus50"	"H"	163	0.348323373916667	37.4048783975	1.7333303755	25.7584157691667	65.2449479166667	354.664656908333
"Mean"	"F"	164	0.01560614475	1.82202944416667	0.08576835575	2.8236231385	4.74702708333333	38.3419176733333
"Minus50"	"F"	164	0.010775839	1.40754739533333	0.0732647590833333	3.25543909008333	4.74702708333333	26.59354019
"Plus50"	"F"	164	0.0186433519166667	2.06309545916667	0.0928182803333333	2.57246999216667	4.74702708333333	50.0902962691667
"Mean"	"H"	164	0.311370423	35.1037029191667	1.70583323	28.5229913466667	65.6438979166667	268.475669166667
"Minus50"	"H"	164	0.24405414725	30.0172348975	1.62258782758333	33.7600210433333	65.6438979166667	180.844801158333
"Plus50"	"H"	164	0.35073806725	37.6919605316667	1.74551091958333	25.8556883958333	65.6438979166667	356.106611
"Mean"	"F"	165	0.0157382995833333	1.83801410716667	0.086459802	2.83566487491667	4.77587708333333	38.4478736275
"Minus50"	"F"	165	0.0108815508333333	1.4201587265	0.0738401695833333	3.27099663641667	4.77587708333333	26.6427115116667
"Plus50"	"F"	165	0.0187875211666667	2.08061294708333	0.0935624524166667	2.5829141625	4.77587708333333	50.2530368725
"Mean"	"H"	165	0.31373110625	35.38236712	1.71792514908333	28.6288245408333	66.0428479166667	269.47116095
"Minus50"	"H"	165	0.24628358225	30.2730937625	1.6344331905	33.8890373816667	66.0428479166667	181.407477675
"Plus50"	"H"	165	0.35314595575	37.978827055	1.75769152858333	25.9531833741667	66.0428479166667	357.534919241667
"Mean"	"F"	166	0.015870255	1.85400294691667	0.0871518314166667	2.84770204991667	4.80472708333333	38.55271658
"Minus50"	"F"	166	0.0109872525	1.43279112	0.0744167123333333	3.28653199858333	4.80472708333333	26.69138263
"Plus50"	"F"	166	0.0189313811666667	2.09812381083333	0.0943068514166667	2.59336504008333	4.80472708333333	50.4140516775
"Mean"	"H"	166	0.31608651225	35.66097221	1.73002205033333	28.7347171433333	66.4417979166667	270.458013383333
"Minus50"	"H"	166	0.248511442666667	30.5292945841667	1.64629774525	34.0176941441667	66.4417979166667	181.966271466667
"Plus50"	"H"	166	0.355547139833333	38.265473465	1.76987183558333	26.0509054766667	66.4417979166667	358.949831516667
"Mean"	"F"	167	0.01600201375	1.869995448	0.0878444149166667	2.8597352065	4.83357708333333	38.6564678925
"Minus50"	"F"	167	0.0110929439166667	1.445444027	0.0749943599166667	3.3020457525	4.83357708333333	26.7395635941667
"Plus50"	"F"	167	0.0190749354166667	2.11562762241667	0.0950514485	2.60382307708333	4.83357708333333	50.573373355
"Mean"	"H"	167	0.318436716416667	35.93951213	1.742123542	28.8406755266667	66.8407479166667	271.436381383333
"Minus50"	"H"	167	0.250737759083333	30.7858287116667	1.65818106975	34.1460003783333	66.8407479166667	182.521254
"Plus50"	"H"	167	0.35794171825	38.5518954308333	1.78205148283333	26.148859285	66.8407479166667	360.351586183333
"Mean"	"F"	168	0.0161335771666667	1.88599111133333	0.0885375238333333	2.871764871	4.86242708333333	38.7591490058333
"Minus50"	"F"	168	0.0111986251666667	1.45811691266667	0.0755730856666667	3.31753845983333	4.86242708333333	26.7872645091667
"Plus50"	"F"	168	0.0192181875833333	2.13312396875	0.09579621675	2.61428871025	4.86242708333333	50.7310346833333
"Mean"	"H"	168	0.320781792333333	36.2179810258333	1.75422924158333	28.9467058575	67.2396979166667	272.40642085
"Minus50"	"H"	168	0.252962560416667	31.04268772	1.67008274941667	34.2739648883333	67.2396979166667	183.072497366667
"Plus50"	"H"	168	0.360329786083333	38.8380887841667	1.79423012158333	26.2470492241667	67.2396979166667	361.740422891667
"Mean"	"F"	169	0.0162649475833333	1.901989453	0.0892311300833333	2.88379155283333	4.89127708333333	38.8607812266667
"Minus50"	"F"	169	0.01130429575	1.47080925583333	0.07615286425	3.33301066775	4.89127708333333	26.8344954408333
"Plus50"	"F"	169	0.019361141	2.15061245133333	0.09654112975	2.62476236166667	4.89127708333333	50.8870682125
"Mean"	"H"	169	0.323121813583333	36.4963732333333	1.766338776	29.0528140941667	67.6386479166667	273.368287025
"Minus50"	"H"	169	0.255185877333333	31.2998634166667	1.68200237883333	34.4015962416667	67.6386479166667	183.620073558333
"Plus50"	"H"	169	0.362711439	39.1240495225	1.80640741316667	26.3454795425	67.6386479166667	363.116580191667
"Mean"	"F"	170	0.0163961266666667	1.91799000391667	0.0899252064166667	2.89581574641667	4.92012708333333	38.9613840383333
"Minus50"	"F"	170	0.0114099551666667	1.48352054883333	0.0767336700833333	3.34846290941667	4.92012708333333	26.8812655541667
"Plus50"	"F"	170	0.0195037989166667	2.16809268508333	0.0972861613333333	2.63524443808333	4.92012708333333	51.0415037358333
"Mean"	"H"	170	0.325456850166667	36.7746832783333	1.77845178158333	29.1590060075	68.0375979166667	274.322122641667
"Minus50"	"H"	170	0.257407738416667	31.5573478358333	1.69393956041667	34.5289027816667	68.0375979166667	184.164048491667
"Plus50"	"H"	170	0.3650867675	39.4097737941667	1.81858302733333	26.4441543266667	68.0375979166667	364.480277591667
"Mean"	"F"	171	0.0165271159166667	1.93399231	0.0906197264166667	2.90783793133333	4.94897708333333	39.0609780283333
"Minus50"	"F"	171	0.011515604	1.49625029633333	0.0773154783333333	3.36389570466667	4.94897708333333	26.9275845908333
"Plus50"	"F"	171	0.019646165	2.18556429908333	0.0980312865833333	2.64573533275	4.94897708333333	51.1943726941667
"Mean"	"H"	171	0.32778696975	37.0529058608333	1.79056790358333	29.2652871825	68.4365479166667	275.268078466667
"Minus50"	"H"	171	0.25962817125	31.8151332158333	1.70589390583333	34.6558926258333	68.4365479166667	184.70449225
"Plus50"	"H"	171	0.36745586	39.6952578975	1.83075664275	26.5430775175	68.4365479166667	365.831746625
"Mean"	"F"	172	0.0166579174166667	1.94999593033333	0.0913146640833333	2.91985857158333	4.97782708333333	39.1595836425
"Minus50"	"F"	172	0.0116212415833333	1.50899801683333	0.0778982646666667	3.37930956033333	4.97782708333333	26.9734622341667
"Plus50"	"F"	172	0.0197882419166667	2.20302693541667	0.098776481	2.656235425	4.97782708333333	51.3457062966667
"Mean"	"H"	172	0.33011224175	37.3310358658333	1.80268679583333	29.371663015	68.8354979166667	276.206304741667
"Minus50"	"H"	172	0.261847205833333	32.073212005	1.71786503408333	34.7825736708333	68.8354979166667	185.241474816667
"Plus50"	"H"	172	0.369818805083333	39.9804982691667	1.84292794683333	26.642252895	68.8354979166667	367.171217691667
"Mean"	"F"	173	0.0167885331666667	1.96600043816667	0.0920099943333333	2.9318781175	5.00667708333333	39.257220475
"Minus50"	"F"	173	0.011726868	1.5217632405	0.0784820054166667	3.39470496908333	5.00667708333333	27.0189077633333
"Plus50"	"F"	173	0.0199300335833333	2.2204802485	0.0995217210833333	2.66674508025	5.00667708333333	51.4955344466667
"Mean"	"H"	173	0.332432733	37.609068335	1.81480812125	29.4781387258333	69.2344479166667	277.136945825
"Minus50"	"H"	173	0.264064870333333	32.3315768641667	1.72985257208333	34.9089536091667	69.2344479166667	185.775063383333
"Plus50"	"H"	173	0.37217568875	40.2654914966667	1.85509663516667	26.7416840958333	69.2344479166667	368.498912308333
"Mean"	"F"	174	0.0169189646666667	1.982005421	0.09270569275	2.94389700508333	5.03552708333333	39.3539081591667
"Minus50"	"F"	174	0.0118324835	1.53454551	0.0790666778333333	3.41008241191667	5.03552708333333	27.0639304891667
"Plus50"	"F"	174	0.02007154275	2.23792390525	0.1002669835	2.67726465191667	5.03552708333333	51.6438871075
"Mean"	"H"	174	0.334748508916667	37.88699849	1.8269315505	29.5847193675	69.6333979166667	278.060146658333
"Minus50"	"H"	174	0.266281193833333	32.5902206425	1.74185615541667	35.0350399241667	69.6333979166667	186.305325658333
"Plus50"	"H"	174	0.37452659525	40.5502342983333	1.86726241183333	26.8413746091667	69.6333979166667	369.815052816667
"Mean"	"F"	175	0.017049214	1.99801047725	0.09340173525	2.95591565675	5.06437708333333	39.4496664116667
"Minus50"	"F"	175	0.0119380878333333	1.54734437975	0.0796522586666667	3.42544235708333	5.06437708333333	27.1085397808333
"Plus50"	"F"	175	0.0202127726666667	2.25535758541667	0.101012246166667	2.68779447925	5.06437708333333	51.79079433
"Mean"	"H"	175	0.337059634666667	38.1648217025	1.83905676291667	29.6914098166667	70.0323479166667	278.976053041667
"Minus50"	"H"	175	0.268496204833333	32.84913639	1.75387542591667	35.1608398966667	70.0323479166667	186.83232985
"Plus50"	"H"	175	0.376871607666667	40.8347235266667	1.87942498833333	26.9413277941667	70.0323479166667	371.119862425
"Mean"	"F"	176	0.0171792825833333	2.01401522008333	0.0940980989166667	2.96793448175	5.09322708333333	39.5445139983333
"Minus50"	"F"	176	0.01204368075	1.560159416	0.0802387261666667	3.44078526041667	5.09322708333333	27.1527445541667
"Plus50"	"F"	176	0.0203537264166667	2.27278097925	0.101757487333333	2.6983348905	5.09322708333333	51.9362847466667
"Mean"	"H"	176	0.339366174333333	38.4425335083333	1.85118344558333	29.7982147891667	70.4312979166667	279.884804308333
"Minus50"	"H"	176	0.270709932166667	33.1083173375	1.76591003433333	35.2863606125	70.4312979166667	187.356141108333
"Plus50"	"H"	176	0.379210807583333	41.1189561583333	1.89158408491667	27.0415468675	70.4312979166667	372.413554733333
"Mean"	"F"	177	0.0173091725	2.03001927358333	0.0947947609166667	2.97995387633333	5.12207708333333	39.6384689716667
"Minus50"	"F"	177	0.0121492625	1.57299019608333	0.0808260584166667	3.45611156625	5.12207708333333	27.19655337
"Plus50"	"F"	177	0.020494407	2.29019378891667	0.102502685416667	2.70888620166667	5.12207708333333	52.0803858916667
"Mean"	"H"	177	0.341668188916667	38.7201295875	1.86331129375	29.9051388483333	70.8302479166667	280.786534891667
"Minus50"	"H"	177	0.27292240325	33.367756905	1.777959638	35.4116089708333	70.8302479166667	187.876822258333
"Plus50"	"H"	177	0.381544272666667	41.4029292991667	1.903739429	27.1420349141667	70.8302479166667	373.696335758333
"Mean"	"F"	178	0.0174388851666667	2.04602227391667	0.09549169925	2.99197422483333	5.15092708333333	39.7315495141667
"Minus50"	"F"	178	0.01225483325	1.58583630816667	0.0814142345	3.47142170775	5.15092708333333	27.2399748775
"Plus50"	"F"	178	0.02063481725	2.30759572775	0.103247820916667	2.71944871766667	5.15092708333333	52.2231254825
"Mean"	"H"	178	0.34396573875	38.9976057633333	1.87544001141667	30.0121864033333	71.2291979166667	281.681380341667
"Minus50"	"H"	178	0.275133644583333	33.6274486833333	1.79002390225	35.5365916883333	71.2291979166667	188.39443685
"Plus50"	"H"	178	0.383872079916667	41.6866401725	1.91589075608333	27.2427949075	71.2291979166667	374.968413075
"Mean"	"F"	179	0.0175684225	2.062023869	0.0961888925833333	3.00399589933333	5.17977708333333	39.8237739425
"Minus50"	"F"	179	0.0123603925833333	1.59869735091667	0.0820032335	3.4867161065	5.17977708333333	27.2830178041667
"Plus50"	"F"	179	0.0207749600833333	2.32498651858333	0.103992873166667	2.73002273141667	5.17977708333333	52.36453143
"Mean"	"H"	179	0.346258882583333	39.2749580091667	1.88756930875	30.1193617158333	71.6281479166667	282.569477441667
"Minus50"	"H"	179	0.277343683333333	33.8873864325	1.8021025	35.6613153	71.6281479166667	188.909049158333
"Plus50"	"H"	179	0.386194304416667	41.9700861166667	1.92803780875	27.3438296866667	71.6281479166667	376.229995983333
"Mean"	"F"	180	0.017697786	2.07802371775	0.0968863200833333	3.01601925975	5.20862708333333	39.9151596991667
"Minus50"	"F"	180	0.0124659408333333	1.61157293391667	0.08259303525	3.50199517316667	5.20862708333333	27.3256904541667
"Plus50"	"F"	180	0.02091483875	2.34236589558333	0.104737822916667	2.74060852608333	5.20862708333333	52.5046303041667
"Mean"	"H"	180	0.348547679583333	39.5521824316667	1.89969890441667	30.2266689016667	72.0270979166667	283.450956858333
"Minus50"	"H"	180	0.279552546666667	34.14756409	1.81419510983333	35.7857861716667	72.0270979166667	189.420720475
"Plus50"	"H"	180	0.3885110215	42.2532645883333	1.94018033716667	27.4451419691667	72.0270979166667	377.481284458333
"Mean"	"F"	181	0.0178269771666667	2.09402148925	0.0975839611666667	3.02804465533333	5.23747708333333	40.00572449
"Minus50"	"F"	181	0.0125714780833333	1.62446267683333	0.0831836203333333	3.51725930825	5.23747708333333	27.368001275
"Plus50"	"F"	181	0.02105445525	2.35973360241667	0.105482652	2.75120637358333	5.23747708333333	52.6434490833333
"Mean"	"H"	181	0.3508321865	39.829275265	1.91182852391667	30.3341119391667	72.4260479166667	284.32595135
"Minus50"	"H"	181	0.28176026075	34.4079757458333	1.82630141875	35.9100104933333	72.4260479166667	189.92951335
"Plus50"	"H"	181	0.390822301916667	42.5361731433333	1.95231809866667	27.5467343733333	72.4260479166667	378.722481525
"Mean"	"F"	182	0.0179559981666667	2.11001686483333	0.0982817966666667	3.04007242375	5.26632708333333	40.0954851275
"Minus50"	"F"	182	0.0126770041666667	1.63736620875	0.083774969	3.53250890108333	5.26632708333333	27.4099582758333
"Plus50"	"F"	182	0.0211938131666667	2.37708939258333	0.106227341833333	2.76181653575	5.26632708333333	52.7810133691667
"Mean"	"H"	182	0.353112460416667	40.1062328858333	1.92395789991667	30.4416946708333	72.8249979166667	285.194587466667
"Minus50"	"H"	182	0.2839668525	34.6686156525	1.83842111925	36.0339942908333	72.8249979166667	190.435487283333
"Plus50"	"H"	182	0.393128218333333	42.8188094533333	1.96445085691667	27.6486093883333	72.8249979166667	379.95378075
"Mean"	"F"	183	0.01808485	2.12600953416667	0.0989798069166667	3.05210289225	5.29517708333333	40.1844578416667
"Minus50"	"F"	183	0.0127825195	1.65028316916667	0.08436706275	3.54774433166667	5.29517708333333	27.4515691925
"Plus50"	"F"	183	0.02133291475	2.39443302883333	0.106971874666667	2.77243926516667	5.29517708333333	52.9173478933333
"Mean"	"H"	183	0.35538855425	40.3830517833333	1.93608677275	30.5494208075	73.2239479166667	286.056987741667
"Minus50"	"H"	183	0.286172346666667	34.9294782191667	1.85055391216667	36.1577434375	73.2239479166667	190.938699916667
"Plus50"	"H"	183	0.395428838	43.1011712883333	1.9765783835	27.7507694066667	73.2239479166667	381.175369608333
"Mean"	"F"	184	0.01821353475	2.14199919808333	0.0996779734166667	3.06413637733333	5.32402708333333	40.2726599516667
"Minus50"	"F"	184	0.0128880239166667	1.66321320641667	0.084959883	3.56296596975	5.32402708333333	27.4928423141667
"Plus50"	"F"	184	0.0214717626666667	2.411764283	0.107716233666667	2.78307480383333	5.32402708333333	53.0524790041667
"Mean"	"H"	184	0.357660522583333	40.6597285741667	1.94821488908333	30.65729393	73.6228979166667	286.913282566667
"Minus50"	"H"	184	0.288376768833333	35.1905579975	1.86269950341667	36.2812636466667	73.6228979166667	191.439212916667
"Plus50"	"H"	184	0.397724229416667	43.38325652	1.98870045558333	27.85321671	73.6228979166667	382.387447233333
"Mean"	"F"	185	0.0183420534166667	2.15798556683333	0.100376278083333	3.076173185	5.35287708333333	40.3601079591667
"Minus50"	"F"	185	0.01299351775	1.67615597833333	0.0855534118333333	3.57817417525	5.35287708333333	27.5337855308333
"Plus50"	"F"	185	0.0216103599166667	2.429082936	0.108460402333333	2.79372338541667	5.35287708333333	53.1864318141667
"Mean"	"H"	185	0.359928419333333	40.9362599925	1.96034200191667	30.7653175025	74.0218479166667	287.763596716667
"Minus50"	"H"	185	0.290580145666667	35.4518496925	1.87485760591667	36.4045604725	74.0218479166667	191.937085208333
"Plus50"	"H"	185	0.400014460416667	43.6650631175	2.00081685766667	27.9559534808333	74.0218479166667	383.590204191667
"Mean"	"F"	186	0.01847040825	2.17396835983333	0.101074703166667	3.08821361216667	5.38172708333333	40.4468176725
"Minus50"	"F"	186	0.0130990010833333	1.689111152	0.08614763175	3.59336929858333	5.38172708333333	27.5744063975
"Plus50"	"F"	186	0.0217487085	2.44638877716667	0.109204364333333	2.80438523333333	5.38172708333333	53.3192303908333
"Mean"	"H"	186	0.362192296666667	41.2126428941667	1.97246787158333	30.8734948525	74.4207979166667	288.608050166667
"Minus50"	"H"	186	0.29278250225	35.7133481491667	1.887027939	36.5276393275	74.4207979166667	192.432373408333
"Plus50"	"H"	186	0.4022995965	43.9465891441667	2.01292737975	28.0589817975	74.4207979166667	384.783823691667
"Mean"	"F"	187	0.0185986000833333	2.18994730666667	0.101773231333333	3.10025794483333	5.41057708333333	40.5328042608333
"Minus50"	"F"	187	0.0132044740833333	1.70207840266667	0.0867425254166667	3.60855168125	5.41057708333333	27.6147121575
"Plus50"	"F"	187	0.0218868115	2.4636816045	0.109948104333333	2.81506056291667	5.41057708333333	53.45089782
"Mean"	"H"	187	0.364452205583333	41.48887424	1.98459226441667	30.9818292083333	74.8197479166667	289.44675825
"Minus50"	"H"	187	0.294983863083333	35.9750483483333	1.89921022833333	36.6505054775	74.8197479166667	192.925132058333
"Plus50"	"H"	187	0.404579701333333	44.2278327558333	2.02503181866667	28.1623036408333	74.8197479166667	385.968482141667
"Mean"	"F"	188	0.0187266311666667	2.20592214458333	0.102471846333333	3.11230646141667	5.43942708333333	40.6180822725
"Minus50"	"F"	188	0.0133099365	1.71505741475	0.08733807625	3.62372165583333	5.43942708333333	27.6547097541667
"Plus50"	"F"	188	0.022024671	2.48096122366667	0.110691607	2.82574958125	5.43942708333333	53.5814562583333
"Mean"	"H"	188	0.366708193833333	41.7649510975	1.99671495366667	31.0903236725	75.2186979166667	290.279832191667
"Minus50"	"H"	188	0.297184250916667	36.236945405	1.91140420491667	36.773164055	75.2186979166667	193.415413566667
"Plus50"	"H"	188	0.406854835583333	44.5087921941667	2.03712997816667	28.2659209091667	75.2186979166667	387.1443494
